mode,pool,condition,pt_token_fraction,it_token_fraction,other_token_fraction,missing_token_fraction,pt_winner_fraction,it_winner_fraction,other_winner_fraction,early_it_minus_pt_margin_delta,early_it_logit_delta,early_pt_logit_delta,mid_policy_it_minus_pt_margin_delta,mid_policy_it_logit_delta,mid_policy_pt_logit_delta,late_reconciliation_it_minus_pt_margin_delta,late_reconciliation_it_logit_delta,late_reconciliation_pt_logit_delta,exp11_early_it_minus_pt_margin_delta,exp11_early_it_logit_delta,exp11_early_pt_logit_delta,exp11_mid_it_minus_pt_margin_delta,exp11_mid_it_logit_delta,exp11_mid_pt_logit_delta,exp11_late_it_minus_pt_margin_delta,exp11_late_it_logit_delta,exp11_late_pt_logit_delta,y_it_first_top1_layer,y_it_first_top5_layer,y_it_first_top20_layer,y_pt_first_top1_layer,y_pt_first_top5_layer,y_pt_first_top20_layer
raw_shared,all6,A_pt_raw,1.0,0.0,0.0,0.0,0.9854870220485626,0.004744627407200669,0.009768350544236673,-2.1341359134562814,-1.7238214638124723,0.41031444964380925,-1.0471670684819776,2.723719203734977,3.7708862722169543,-0.707037727426225,10.179773022467751,10.886810749893977,-2.1025759070870467,-1.6465517033953059,0.45602420369174074,-2.01842646661365,5.988339602198642,8.006766068812292,-0.707037727426225,10.179773022467751,10.886810749893977,23.37982456140351,23.701683748169838,21.580676020408163,25.477310924369746,21.784538096567122,19.685738208205414
raw_shared,all6,B_early_raw,0.5166061959252023,0.2612336031258722,0.21629919062238348,0.005861010326542004,0.5425620987998884,0.2749092938878035,0.18252860731230813,-2.1745042510781913,-1.5541554311783727,0.6203488198998185,-0.3652080617867932,2.9563391289164027,3.3215471907031957,-0.17130151781129532,10.631155773677076,10.80245729148837,-2.235911753934221,-1.5003674193330894,0.7355443346011316,-0.568851822020786,6.4743842897620105,7.043236111782797,-0.17130151781129532,10.631155773677076,10.80245729148837,24.279697624190064,23.055957867017774,20.876591873862946,24.66954887218045,22.186173264486516,20.076944757609922
raw_shared,all6,B_mid_raw,0.42673737091822495,0.3206809935807982,0.24839519955344683,0.004186435947530003,0.46078704995813563,0.3410549818587776,0.19815796818308679,-2.1167387697173004,-1.7237746792068502,0.39296409051045006,-0.552140082855182,2.7630462529371145,3.315186335792297,0.2538987206840462,11.30497776194388,11.051079041259834,-2.1187686102702368,-1.666441390143737,0.4523272201264999,-0.47285225495858263,6.494524526423061,6.967376781381644,0.2538987206840462,11.30497776194388,11.051079041259834,25.184,23.103148024112524,21.194845044492176,24.80079207920792,22.444412607449856,20.35888111888112
raw_shared,all6,B_late_raw,0.6154060842869105,0.13675690761931342,0.23946413619871615,0.008372871895060006,0.6614568797097404,0.14624616243371477,0.1922969578565448,-2.1341359134562814,-1.7238214638124723,0.41031444964380925,-1.0471670684819776,2.723719203734977,3.7708862722169543,-0.5182494520974699,12.276235279676271,12.794484731773741,-2.1025759070870467,-1.6465517033953059,0.45602420369174074,-1.856402627922056,5.938666251861546,7.795068879783603,-0.5182494520974699,12.276235279676271,12.794484731773741,24.2353770260747,23.618810117563235,21.58576356224522,24.422488356620093,21.74610812340787,19.735885969815538
raw_shared,all6,C_it_chat,0.0,1.0,0.0,0.0,0.005302818866871337,0.9896734579960926,0.005023723137036003,-2.064914745689603,-1.6243505760041688,0.44056416968543405,0.4414212285158124,3.009858547692987,2.5684373191771743,4.264541359810133,17.005328394266737,12.740787034456602,-2.1577685929994956,-1.6217850567474068,0.5359835362520892,1.895371702440684,7.374167120526565,5.47879541808588,4.264541359810133,17.005328394266737,12.740787034456602,25.98853146853147,22.992185319564612,20.703600334914874,20.812334801762116,22.00408011869436,20.842589751457503
raw_shared,all6,D_early_ptswap,0.2531398269606475,0.47278816634105497,0.26514094334356686,0.008931063354730673,0.2782584426458275,0.5082333240301423,0.21350823332403016,-2.1452036959280556,-1.911102415761434,0.2341012801666217,-0.17567947328074032,2.984742036053431,3.160421509334171,1.835202515474618,14.893848510750704,13.058645995276088,-2.122981328722022,-1.8483271485695185,0.2746541801525034,0.14035564968780934,6.860357218536624,6.720001568848814,1.835202515474618,14.893848510750704,13.058645995276088,25.341745966073645,23.029185867895546,21.142444380236928,23.640437158469947,22.187198456095206,20.50592999710732
raw_shared,all6,D_mid_ptswap,0.3413340775886129,0.4415294445994976,0.21295004186435948,0.004186435947530003,0.35361428970136755,0.46636896455484234,0.18001674574379012,-2.097789744707981,-1.6686222993093198,0.42916744539866125,-0.11179261789154214,3.2416478507584645,3.353440468650007,1.1983627704744928,13.885860022572276,12.687497252097783,-2.088804837481589,-1.5654301527589185,0.5233746847226705,-0.0712951577112324,6.924957518134408,6.996252675845641,1.1983627704744928,13.885860022572276,12.687497252097783,24.63482671174979,23.020953537807472,21.06575185820469,23.668304668304668,22.03315608382859,20.29268292682927
raw_shared,all6,D_late_ptswap,0.17024839519955345,0.5953111917387663,0.2257884454367848,0.008651967624895339,0.18364499023164946,0.6282444878593357,0.18811052190901478,-2.064914745689603,-1.6243505760041688,0.44056416968543405,0.4414212285158124,3.009858547692987,2.5684373191771743,1.962486036057383,12.708664692083683,10.7461786560263,-2.1577685929994956,-1.6217850567474068,0.5359835362520892,1.5696379927460322,7.3783813250853365,5.808743332339304,1.962486036057383,12.708664692083683,10.7461786560263,25.12959112959113,22.837591776798824,20.750643408635973,23.170099667774085,22.323610157858614,20.877182420228777
raw_shared,deepseek_only,A_pt_raw,1.0,0.0,0.0,0.0,0.9833333333333333,0.006666666666666667,0.01,-0.8254729207356771,2.1217442830403646,2.9472172037760416,-1.9906413777669272,4.679187927246094,6.669829305013021,1.910890401204427,7.753564351399739,5.842673950195312,-1.6432349650065103,2.2411021931966144,3.884337158203125,-3.733394775390625,7.830426025390625,11.56382080078125,1.910890401204427,7.753564351399739,5.842673950195312,19.304347826086957,18.30398322851153,16.181184668989548,20.384615384615383,16.265,13.49
raw_shared,deepseek_only,B_early_raw,0.47,0.25333333333333335,0.27666666666666667,0.0,0.49,0.2833333333333333,0.22666666666666666,-0.8359686279296875,2.1305336507161456,2.9665022786458333,-1.085338338216146,5.2549660237630205,6.340304361979166,2.219438273111979,8.312970174153646,6.093531901041667,-1.7948520914713542,2.113819783528646,3.908671875,-1.9117343791325887,8.757336222330729,10.669070601463318,2.219438273111979,8.312970174153646,6.093531901041667,19.21978021978022,17.24693520140105,14.130872483221477,18.07920792079208,16.358843537414966,13.375209380234505
